LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
JPN,HUR,TOT,PC_LF,A,1955,2.508333,
JPN,HUR,TOT,PC_LF,A,1956,2.291667,
JPN,HUR,TOT,PC_LF,A,1957,1.925,
JPN,HUR,TOT,PC_LF,A,1958,2.041667,
JPN,HUR,TOT,PC_LF,A,1959,2.225,
JPN,HUR,TOT,PC_LF,A,1960,1.625,
JPN,HUR,TOT,PC_LF,A,1961,1.433333,
JPN,HUR,TOT,PC_LF,A,1962,1.283333,
JPN,HUR,TOT,PC_LF,A,1963,1.283333,
JPN,HUR,TOT,PC_LF,A,1964,1.175,
JPN,HUR,TOT,PC_LF,A,1965,1.216667,
JPN,HUR,TOT,PC_LF,A,1966,1.308333,
JPN,HUR,TOT,PC_LF,A,1967,1.258333,
JPN,HUR,TOT,PC_LF,A,1968,1.183333,
JPN,HUR,TOT,PC_LF,A,1969,1.125,
JPN,HUR,TOT,PC_LF,A,1970,1.15,
JPN,HUR,TOT,PC_LF,A,1971,1.225,
JPN,HUR,TOT,PC_LF,A,1972,1.416667,
JPN,HUR,TOT,PC_LF,A,1973,1.266667,
JPN,HUR,TOT,PC_LF,A,1974,1.375,
JPN,HUR,TOT,PC_LF,A,1975,1.891667,
JPN,HUR,TOT,PC_LF,A,1976,2.008333,
JPN,HUR,TOT,PC_LF,A,1977,2.025,
JPN,HUR,TOT,PC_LF,A,1978,2.241667,
JPN,HUR,TOT,PC_LF,A,1979,2.083333,
JPN,HUR,TOT,PC_LF,A,1980,2.008333,
JPN,HUR,TOT,PC_LF,A,1981,2.208333,
JPN,HUR,TOT,PC_LF,A,1982,2.35,
JPN,HUR,TOT,PC_LF,A,1983,2.658333,
JPN,HUR,TOT,PC_LF,A,1984,2.708333,
JPN,HUR,TOT,PC_LF,A,1985,2.616667,
JPN,HUR,TOT,PC_LF,A,1986,2.758333,
JPN,HUR,TOT,PC_LF,A,1987,2.85,
JPN,HUR,TOT,PC_LF,A,1988,2.533333,
JPN,HUR,TOT,PC_LF,A,1989,2.266667,
JPN,HUR,TOT,PC_LF,A,1990,2.108333,
JPN,HUR,TOT,PC_LF,A,1991,2.1,
JPN,HUR,TOT,PC_LF,A,1992,2.15,
JPN,HUR,TOT,PC_LF,A,1993,2.5,
JPN,HUR,TOT,PC_LF,A,1994,2.891667,
JPN,HUR,TOT,PC_LF,A,1995,3.15,
JPN,HUR,TOT,PC_LF,A,1996,3.35,
JPN,HUR,TOT,PC_LF,A,1997,3.4,
JPN,HUR,TOT,PC_LF,A,1998,4.108333,
JPN,HUR,TOT,PC_LF,A,1999,4.683333,
JPN,HUR,TOT,PC_LF,A,2000,4.716667,
JPN,HUR,TOT,PC_LF,A,2001,5.033333,
JPN,HUR,TOT,PC_LF,A,2002,5.375,
JPN,HUR,TOT,PC_LF,A,2003,5.258333,
JPN,HUR,TOT,PC_LF,A,2004,4.716667,
JPN,HUR,TOT,PC_LF,A,2005,4.425,
JPN,HUR,TOT,PC_LF,A,2006,4.141667,
JPN,HUR,TOT,PC_LF,A,2007,3.841667,
JPN,HUR,TOT,PC_LF,A,2008,3.991667,
JPN,HUR,TOT,PC_LF,A,2009,5.066667,
JPN,HUR,TOT,PC_LF,A,2010,5.05,
JPN,HUR,TOT,PC_LF,A,2011,4.583333,
JPN,HUR,TOT,PC_LF,A,2012,4.35,
JPN,HUR,TOT,PC_LF,A,2013,4.025,
JPN,HUR,TOT,PC_LF,A,2014,3.591667,
JPN,HUR,TOT,PC_LF,A,2015,3.375,
JPN,HUR,TOT,PC_LF,A,2016,3.116667,
JPN,HUR,TOT,PC_LF,A,2017,2.808333,
JPN,HUR,TOT,PC_LF,A,2018,2.441667,
JPN,HUR,TOT,PC_LF,A,2019,2.35,
JPN,HUR,TOT,PC_LF,A,2020,2.775,
GBR,HUR,TOT,PC_LF,A,1983,10.775,
GBR,HUR,TOT,PC_LF,A,1984,10.85,
GBR,HUR,TOT,PC_LF,A,1985,11.175,
GBR,HUR,TOT,PC_LF,A,1986,11.2,
GBR,HUR,TOT,PC_LF,A,1987,10.275,
GBR,HUR,TOT,PC_LF,A,1988,8.45,
GBR,HUR,TOT,PC_LF,A,1989,7.075,
GBR,HUR,TOT,PC_LF,A,1990,6.825,
GBR,HUR,TOT,PC_LF,A,1991,8.6,
GBR,HUR,TOT,PC_LF,A,1992,9.85,
GBR,HUR,TOT,PC_LF,A,1993,10.4,
GBR,HUR,TOT,PC_LF,A,1994,9.525,
GBR,HUR,TOT,PC_LF,A,1995,8.65,
GBR,HUR,TOT,PC_LF,A,1996,8.125,
GBR,HUR,TOT,PC_LF,A,1997,7,
GBR,HUR,TOT,PC_LF,A,1998,6.275,
GBR,HUR,TOT,PC_LF,A,1999,5.975,
GBR,HUR,TOT,PC_LF,A,2000,5.45,
GBR,HUR,TOT,PC_LF,A,2001,5.075,
GBR,HUR,TOT,PC_LF,A,2002,5.175,
GBR,HUR,TOT,PC_LF,A,2003,5.025,
GBR,HUR,TOT,PC_LF,A,2004,4.75,
GBR,HUR,TOT,PC_LF,A,2005,4.8,
GBR,HUR,TOT,PC_LF,A,2006,5.425,
GBR,HUR,TOT,PC_LF,A,2007,5.325,
GBR,HUR,TOT,PC_LF,A,2008,5.7,
GBR,HUR,TOT,PC_LF,A,2009,7.625,
GBR,HUR,TOT,PC_LF,A,2010,7.875,
GBR,HUR,TOT,PC_LF,A,2011,8.125,
GBR,HUR,TOT,PC_LF,A,2012,7.975,
GBR,HUR,TOT,PC_LF,A,2013,7.6,
GBR,HUR,TOT,PC_LF,A,2014,6.175,
GBR,HUR,TOT,PC_LF,A,2015,5.35,
GBR,HUR,TOT,PC_LF,A,2016,4.9,
GBR,HUR,TOT,PC_LF,A,2017,4.425,
GBR,HUR,TOT,PC_LF,A,2018,4.1,
GBR,HUR,TOT,PC_LF,A,2019,3.825,
GBR,HUR,TOT,PC_LF,A,2020,4.575,
USA,HUR,TOT,PC_LF,A,1955,4.383333,
USA,HUR,TOT,PC_LF,A,1956,4.141667,
USA,HUR,TOT,PC_LF,A,1957,4.258333,
USA,HUR,TOT,PC_LF,A,1958,6.8,
USA,HUR,TOT,PC_LF,A,1959,5.475,
USA,HUR,TOT,PC_LF,A,1960,5.508333,
USA,HUR,TOT,PC_LF,A,1961,6.683333,
USA,HUR,TOT,PC_LF,A,1962,5.541667,
USA,HUR,TOT,PC_LF,A,1963,5.666667,
USA,HUR,TOT,PC_LF,A,1964,5.191667,
USA,HUR,TOT,PC_LF,A,1965,4.525,
USA,HUR,TOT,PC_LF,A,1966,3.783333,
USA,HUR,TOT,PC_LF,A,1967,3.841667,
USA,HUR,TOT,PC_LF,A,1968,3.583333,
USA,HUR,TOT,PC_LF,A,1969,3.508333,
USA,HUR,TOT,PC_LF,A,1970,4.933333,
USA,HUR,TOT,PC_LF,A,1971,5.958333,
USA,HUR,TOT,PC_LF,A,1972,5.616667,
USA,HUR,TOT,PC_LF,A,1973,4.891667,
USA,HUR,TOT,PC_LF,A,1974,5.591667,
USA,HUR,TOT,PC_LF,A,1975,8.466666,
USA,HUR,TOT,PC_LF,A,1976,7.716667,
USA,HUR,TOT,PC_LF,A,1977,7.066667,
USA,HUR,TOT,PC_LF,A,1978,6.066667,
USA,HUR,TOT,PC_LF,A,1979,5.833333,
USA,HUR,TOT,PC_LF,A,1980,7.141667,
USA,HUR,TOT,PC_LF,A,1981,7.6,
USA,HUR,TOT,PC_LF,A,1982,9.708333,
USA,HUR,TOT,PC_LF,A,1983,9.616667,
USA,HUR,TOT,PC_LF,A,1984,7.525,
USA,HUR,TOT,PC_LF,A,1985,7.191667,
USA,HUR,TOT,PC_LF,A,1986,6.991667,
USA,HUR,TOT,PC_LF,A,1987,6.191667,
USA,HUR,TOT,PC_LF,A,1988,5.491667,
USA,HUR,TOT,PC_LF,A,1989,5.266667,
USA,HUR,TOT,PC_LF,A,1990,5.616667,
USA,HUR,TOT,PC_LF,A,1991,6.816667,
USA,HUR,TOT,PC_LF,A,1992,7.508333,
USA,HUR,TOT,PC_LF,A,1993,6.9,
USA,HUR,TOT,PC_LF,A,1994,6.083333,
USA,HUR,TOT,PC_LF,A,1995,5.608333,
USA,HUR,TOT,PC_LF,A,1996,5.416667,
USA,HUR,TOT,PC_LF,A,1997,4.95,
USA,HUR,TOT,PC_LF,A,1998,4.508333,
USA,HUR,TOT,PC_LF,A,1999,4.216667,
USA,HUR,TOT,PC_LF,A,2000,3.991667,
USA,HUR,TOT,PC_LF,A,2001,4.733333,
USA,HUR,TOT,PC_LF,A,2002,5.775,
USA,HUR,TOT,PC_LF,A,2003,5.991667,
USA,HUR,TOT,PC_LF,A,2004,5.533333,
USA,HUR,TOT,PC_LF,A,2005,5.066667,
USA,HUR,TOT,PC_LF,A,2006,4.616667,
USA,HUR,TOT,PC_LF,A,2007,4.616667,
USA,HUR,TOT,PC_LF,A,2008,5.775,
USA,HUR,TOT,PC_LF,A,2009,9.266666,
USA,HUR,TOT,PC_LF,A,2010,9.616667,
USA,HUR,TOT,PC_LF,A,2011,8.95,
USA,HUR,TOT,PC_LF,A,2012,8.066667,
USA,HUR,TOT,PC_LF,A,2013,7.375,
USA,HUR,TOT,PC_LF,A,2014,6.166667,
USA,HUR,TOT,PC_LF,A,2015,5.291667,
USA,HUR,TOT,PC_LF,A,2016,4.866667,
USA,HUR,TOT,PC_LF,A,2017,4.35,
USA,HUR,TOT,PC_LF,A,2018,3.9,
USA,HUR,TOT,PC_LF,A,2019,3.666667,
USA,HUR,TOT,PC_LF,A,2020,8.091666,
